NumDots,PathLevel,UrlLength,NumDash,NumDashInHostname,NumUnderscore,NumQueryComponents,NumAmpersand,NumNumericChars,IpAddress,DomainInSubdomains,HostnameLength,PathLength,QueryLength,NumSensitiveWords,EmbeddedBrandName,SubdomainLevelRT,UrlLengthRT,CLASS_LABEL
2,1.0,-0.05555555555555555,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.75,0.36666666666666664,0.0,2.0,0,1,0,1
6,-0.5,1.0555555555555556,0.5,0.0,0.0,1.0,0.0,0.75,0,0,0.5,-0.4,52.0,1.0,0,1,-1,1
6,-0.5,1.3611111111111112,0.5,0.0,0.0,1.0,0.0,2.0,0,0,0.5,-0.4,52.0,1.0,0,1,-1,1
2,-0.5,-0.9166666666666666,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.25,-0.8,0.0,0.0,0,1,1,1
2,-0.5,-0.6944444444444444,1.0,2.0,0.0,0.0,0.0,-0.25,0,1,0.75,-0.8,0.0,0.0,0,1,1,1
3,-0.5,-0.3611111111111111,1.0,2.0,0.0,0.0,0.0,-0.25,0,1,0.75,-0.4,0.0,0.0,0,1,1,1
1,0.0,-0.7777777777777778,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.5,-0.5666666666666667,0.0,0.0,0,1,1,1
3,0.0,-0.25,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,0.5,-0.2,0.0,0.0,0,1,1,1
2,0.0,-0.4722222222222222,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.5,-0.2,0.0,0.0,0,1,1,1
3,1.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.25,0.4,0.0,0.0,0,1,0,1
5,-0.5,3.3333333333333335,0.0,0.0,0.0,1.0,0.0,9.125,0,0,1.5,0.23333333333333334,107.0,2.0,0,1,-1,1
3,-0.5,-0.4166666666666667,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.125,-0.3,0.0,0.0,0,1,1,1
4,0.0,-0.19444444444444445,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.25,0.06666666666666667,0.0,0.0,0,1,0,1
2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.625,0.4,0.0,1.0,0,1,0,1
2,1.0,-0.08333333333333333,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,0.0,0.13333333333333333,0.0,0.0,0,1,0,1
3,-0.5,-0.6388888888888888,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.0,-0.5333333333333333,0.0,0.0,0,1,1,1
2,1.0,-0.5833333333333334,0.0,0.0,0.0,0.0,0.0,-0.125,0,0,-0.875,-0.23333333333333334,0.0,0.0,0,1,1,1
2,0.0,2.2222222222222223,0.0,0.0,1.0,0.0,0.0,0.375,0,0,-0.5,3.033333333333333,0.0,1.0,0,1,-1,1
2,-0.5,-0.9166666666666666,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.8333333333333334,0.0,0.0,0,1,1,1
4,0.0,-0.3055555555555556,0.5,1.0,0.0,0.0,0.0,-0.25,0,0,-0.25,-0.06666666666666667,0.0,0.0,0,1,1,1
3,-0.5,-0.6388888888888888,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.375,-0.43333333333333335,0.0,0.0,1,1,1,1
3,-0.5,-0.3888888888888889,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.75,-0.43333333333333335,0.0,0.0,0,1,1,1
2,1.0,-0.08333333333333333,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,1.125,-0.16666666666666666,0.0,0.0,0,1,0,1
2,2.0,1.8611111111111112,1.0,0.0,3.0,2.0,1.0,-0.125,0,0,0.5,0.7,48.0,1.0,0,1,-1,1
3,-0.5,-0.7777777777777778,0.5,1.0,0.0,0.0,0.0,-0.25,0,0,0.5,-0.8333333333333334,0.0,0.0,0,1,1,1
8,-0.5,3.388888888888889,1.0,2.0,0.0,2.0,1.0,3.0,0,1,7.25,0.13333333333333333,66.0,1.0,0,-1,-1,1
8,-0.5,3.388888888888889,1.0,2.0,0.0,2.0,1.0,3.875,0,1,7.25,0.13333333333333333,66.0,1.0,0,-1,-1,1
2,2.0,2.0277777777777777,1.0,0.0,3.0,1.0,1.0,-0.125,0,0,0.5,0.7,54.0,1.0,0,1,-1,1
2,2.0,1.9722222222222223,1.0,0.0,3.0,2.0,1.0,-0.125,0,0,0.5,0.7,52.0,1.0,0,1,-1,1
4,0.0,-0.2777777777777778,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.06666666666666667,0.0,0.0,0,1,1,1
4,-1.0,-0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.25,0,0,-0.125,-0.5,18.0,0.0,0,0,0,1
5,1.0,1.6111111111111112,0.5,0.0,1.0,0.0,0.0,2.5,0,0,0.625,2.0,0.0,2.0,1,1,-1,1
3,0.0,-0.3888888888888889,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,-0.25,-0.16666666666666666,0.0,0.0,0,1,1,1
4,0.0,-0.1111111111111111,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,-0.25,0.16666666666666666,0.0,0.0,0,1,0,1
1,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-1.25,-0.43333333333333335,0.0,0.0,0,1,1,1
2,0.0,-0.6944444444444444,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.5,-0.7333333333333333,0.0,0.0,0,1,1,1
2,-0.5,0.027777777777777776,0.0,0.0,0.0,1.0,0.0,0.25,0,0,-0.125,-0.8333333333333334,33.0,0.0,0,1,0,1
5,1.0,1.6111111111111112,0.5,0.0,1.0,0.0,0.0,2.25,0,0,0.625,2.0,0.0,2.0,1,1,-1,1
2,-0.5,-0.2777777777777778,0.0,0.0,0.0,0.0,0.0,-0.125,0,0,0.875,-0.3333333333333333,0.0,1.0,0,1,1,1
5,0.5,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.25,1,0,-0.375,0.2,0.0,0.0,0,1,0,1
2,0.0,-0.3055555555555556,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.0,-0.13333333333333333,0.0,0.0,0,1,1,1
1,1.5,0.3055555555555556,0.0,0.0,1.0,0.0,0.0,0.125,0,0,-0.5,0.7333333333333333,0.0,0.0,0,1,0,1
3,0.5,-0.1388888888888889,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.375,0.16666666666666666,0.0,1.0,0,1,0,1
2,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.7333333333333333,0.0,0.0,0,1,1,1
2,0.5,-0.2777777777777778,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.375,-0.2,0.0,0.0,0,1,1,1
1,-0.5,-0.4166666666666667,0.5,1.0,0.0,1.0,0.0,-0.25,0,0,0.625,-0.7,7.0,0.0,0,1,1,1
1,0.0,-0.08333333333333333,0.5,1.0,0.0,0.0,0.0,2.0,0,0,-0.5,0.26666666666666666,0.0,0.0,0,1,0,1
5,2.0,2.0277777777777777,0.5,0.0,0.0,1.0,0.0,-0.25,0,0,-0.875,1.5666666666666667,39.0,1.0,1,1,-1,1
2,-0.5,-0.7777777777777778,0.5,1.0,0.0,0.0,0.0,-0.25,0,0,0.0,-0.7,0.0,0.0,1,1,1,1
1,3.5,2.5277777777777777,0.0,0.0,1.0,0.0,0.0,5.625,0,0,-0.375,3.3666666666666667,0.0,0.0,0,1,-1,1
2,-0.5,-0.3055555555555556,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.1,0.0,0.0,1,1,1,1
5,1.0,1.6111111111111112,0.5,0.0,1.0,0.0,0.0,1.875,0,0,0.625,2.0,0.0,2.0,1,1,-1,1
3,1.0,0.1388888888888889,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,-0.25,0.4666666666666667,0.0,2.0,0,1,0,1
2,-0.5,-0.5833333333333334,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.0,-0.4666666666666667,0.0,0.0,0,1,1,1
2,-0.5,-0.6111111111111112,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.0,-0.5,0.0,0.0,0,1,1,1
1,-0.5,-0.6388888888888888,0.5,1.0,0.0,0.0,0.0,-0.25,0,0,0.625,-0.7,0.0,0.0,0,1,1,1
3,-0.5,-0.1111111111111111,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,1.25,-0.23333333333333334,0.0,0.0,0,1,0,1
2,0.5,-0.4444444444444444,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,-0.5,-0.16666666666666666,0.0,0.0,0,1,1,1
4,-0.5,-0.3888888888888889,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.125,-0.4666666666666667,5.0,0.0,0,1,1,1
2,1.0,2.138888888888889,0.0,0.0,0.0,2.0,1.0,5.125,0,0,0.375,1.0,50.0,0.0,0,1,-1,1
1,0.5,0.4722222222222222,0.5,0.0,0.0,0.0,0.0,3.75,0,0,-0.625,0.9666666666666667,0.0,0.0,0,1,-1,1
1,0.5,0.4722222222222222,0.5,0.0,0.0,0.0,0.0,3.5,0,0,-0.625,0.9666666666666667,0.0,0.0,0,1,-1,1
3,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,1.375,-0.43333333333333335,0.0,0.0,0,1,1,1
2,1.0,-0.25,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-1.0,0.2,0.0,0.0,0,1,1,1
3,1.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,1.0,0.23333333333333334,0.0,0.0,0,1,0,1
3,-0.5,-0.3611111111111111,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,1.25,-0.5333333333333333,0.0,0.0,0,1,1,1
12,1.5,2.4166666666666665,1.0,2.0,0.0,0.0,0.0,2.0,0,1,8.25,0.9333333333333333,0.0,1.0,1,-1,-1,1
4,1.0,2.5,1.0,0.0,7.0,2.0,2.0,0.25,0,0,0.0,0.3,87.0,0.0,0,1,-1,1
3,0.5,0.5555555555555556,0.0,0.0,2.0,1.0,0.0,0.25,0,0,1.0,0.2,12.0,0.0,0,1,-1,1
2,-0.5,-0.6388888888888888,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-1.0,-0.26666666666666666,0.0,1.0,0,1,1,1
1,0.0,-0.6388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.625,-0.7,0.0,0.0,0,1,1,1
1,0.5,-0.3333333333333333,0.5,1.0,0.0,0.0,0.0,-0.25,0,0,0.625,-0.3333333333333333,0.0,0.0,0,1,1,1
5,1.0,0.4722222222222222,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,1.5,0.4,0.0,0.0,0,1,-1,1
1,-0.5,-1.0277777777777777,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.625,-0.8333333333333334,0.0,0.0,0,1,1,1
3,0.0,4.166666666666667,0.0,0.0,8.0,10.0,9.0,5.75,0,0,-0.375,0.1,156.0,0.0,0,1,-1,1
3,0.0,-0.1388888888888889,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.375,0.1,1.0,0.0,0,1,0,1
3,0.0,-0.4166666666666667,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.0,-0.26666666666666666,0.0,0.0,0,1,1,1
1,-0.5,-0.2777777777777778,0.0,0.0,0.0,0.0,0.0,2.625,0,0,-1.125,0.2,0.0,0.0,0,1,1,1
2,0.0,-0.6111111111111112,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.25,-0.43333333333333335,0.0,0.0,0,1,1,1
1,0.0,-0.6944444444444444,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.25,-0.5333333333333333,0.0,0.0,0,1,1,1
2,-0.5,-0.6944444444444444,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.375,-0.5,0.0,0.0,0,1,1,1
3,-0.5,0.05555555555555555,1.0,2.0,0.0,0.0,0.0,-0.25,0,0,2.375,-0.3333333333333333,0.0,0.0,0,1,0,1
2,0.0,-0.5555555555555556,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.625,-0.26666666666666666,0.0,0.0,0,1,1,1
2,0.0,-0.5277777777777778,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.625,-0.23333333333333334,0.0,0.0,0,1,1,1
2,0.0,-0.5555555555555556,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.625,-0.26666666666666666,0.0,0.0,0,1,1,1
2,0.0,-0.3611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.625,-0.03333333333333333,0.0,0.0,1,1,1,1
3,1.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,-0.125,0,0,0.375,0.2,0.0,0.0,1,1,0,1
2,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.625,0.26666666666666666,0.0,0.0,1,1,0,1
2,0.5,-0.3888888888888889,1.0,2.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.2,0.0,0.0,0,1,1,1
2,0.5,-0.3611111111111111,1.0,2.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.16666666666666666,0.0,0.0,0,1,1,1
1,0.5,-0.6666666666666666,1.0,2.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.5333333333333333,0.0,0.0,0,1,1,1
4,0.5,0.75,1.0,0.0,0.0,0.0,0.0,2.375,1,0,-0.625,0.13333333333333333,34.0,2.0,0,1,-1,1
2,1.0,0.4722222222222222,0.0,0.0,0.0,0.0,0.0,2.25,0,0,0.125,0.7666666666666667,0.0,0.0,0,1,-1,1
4,0.5,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,2.5,1,0,-0.625,0.13333333333333333,35.0,2.0,0,1,-1,1
4,0.5,0.75,1.0,0.0,0.0,0.0,0.0,2.375,1,0,-0.625,0.13333333333333333,34.0,2.0,0,1,-1,1
2,2.5,-0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0,0,-0.75,0.03333333333333333,0.0,0.0,0,1,1,1
3,0.0,-0.2222222222222222,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,0.5,-0.16666666666666666,0.0,0.0,0,1,0,1
6,0.0,2.4166666666666665,1.5,0.0,0.0,0.0,0.0,-0.125,0,0,-0.5,0.8666666666666667,71.0,1.0,0,1,-1,1
2,2.5,-0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0,0,-0.75,0.03333333333333333,0.0,0.0,0,1,1,1
2,2.5,-0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0,0,-0.75,0.03333333333333333,0.0,0.0,0,1,1,1
2,0.0,-0.6944444444444444,0.0,0.0,0.0,0.0,0.0,-0.125,0,0,-0.375,-0.5,0.0,0.0,0,1,1,1
4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,-0.25,0.3,0.0,0.0,0,1,0,1
1,-0.5,-0.9166666666666666,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.8333333333333334,0.0,0.0,0,1,1,1
2,0.0,3.0555555555555554,0.5,0.0,7.0,2.0,2.0,2.875,0,0,-0.125,0.7333333333333333,95.0,0.0,0,1,-1,1
2,0.0,2.8333333333333335,0.5,0.0,7.0,2.0,2.0,2.875,0,0,-0.125,0.7333333333333333,87.0,0.0,0,1,-1,1
2,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.125,-0.4,0.0,0.0,0,1,1,1
6,2.5,2.2222222222222223,1.5,0.0,0.0,0.0,0.0,2.75,0,0,-0.375,3.0,0.0,0.0,0,1,-1,1
4,1.0,3.5833333333333335,1.0,0.0,7.0,3.0,2.0,2.5,0,0,0.0,1.3,96.0,0.0,0,1,-1,1
4,1.0,3.5833333333333335,1.0,0.0,7.0,3.0,2.0,3.0,0,0,0.0,1.3,96.0,0.0,0,1,-1,1
4,1.0,3.5833333333333335,1.0,0.0,7.0,3.0,2.0,2.375,0,0,0.0,1.3,96.0,0.0,0,1,-1,1
1,0.5,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,2.5,0,0,-0.75,0.3333333333333333,0.0,0.0,0,1,0,1
3,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.375,-0.06666666666666667,0.0,0.0,0,1,0,1
2,1.0,-0.1111111111111111,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.25,0.03333333333333333,0.0,0.0,0,1,0,1
4,-0.5,-0.25,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.5,-0.2,0.0,0.0,1,1,1,1
2,-0.5,-0.8055555555555556,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.75,-0.5333333333333333,0.0,0.0,0,1,1,1
2,-0.5,-0.8055555555555556,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-1.125,-0.43333333333333335,0.0,0.0,0,1,1,1
2,-0.5,-0.19444444444444445,0.5,1.0,0.0,0.0,0.0,-0.25,0,0,2.375,-0.6333333333333333,0.0,0.0,0,1,0,1
3,-1.0,-0.3055555555555556,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,0.625,-0.3,0.0,0.0,0,1,1,1
1,1.0,-0.5833333333333334,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.375,-0.36666666666666664,0.0,0.0,0,1,1,1
1,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.6333333333333333,0.0,0.0,0,1,1,1
2,-0.5,-0.7222222222222222,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-1.0,-0.36666666666666664,0.0,0.0,0,1,1,1
3,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.25,0.26666666666666666,0.0,0.0,0,1,0,1
3,1.0,3.4722222222222223,1.0,0.0,7.0,3.0,2.0,2.625,0,0,-0.5,1.3,96.0,0.0,0,1,-1,1
3,0.5,0.19444444444444445,0.0,0.0,1.0,0.0,0.0,-0.25,0,0,1.0,0.2,0.0,0.0,0,1,0,1
5,0.5,0.5833333333333334,0.0,0.0,0.0,2.0,0.0,1.25,0,0,-0.875,-0.1,36.0,0.0,0,1,-1,1
3,-0.5,-0.3611111111111111,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-1.125,0.1,0.0,0.0,0,1,1,1
2,0.0,-0.3888888888888889,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.375,-0.13333333333333333,0.0,0.0,0,1,1,1
2,-0.5,-0.16666666666666666,0.5,1.0,0.0,0.0,0.0,-0.25,0,0,2.375,-0.6333333333333333,0.0,0.0,0,1,0,1
2,0.0,-0.5555555555555556,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.625,-0.26666666666666666,0.0,0.0,0,1,1,1
5,-0.5,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.625,0,1,5.625,-0.8666666666666667,0.0,0.0,0,-1,0,1
5,-0.5,0.6666666666666666,0.5,1.0,0.0,1.0,0.0,0.25,0,1,3.875,-0.8666666666666667,25.0,0.0,0,-1,-1,1
8,-0.5,1.3611111111111112,1.0,2.0,0.0,1.0,0.0,1.0,0,1,5.5,-0.8666666666666667,37.0,0.0,0,-1,-1,1
8,-0.5,1.6944444444444444,0.5,1.0,0.0,1.0,0.0,1.375,0,1,5.875,-0.8666666666666667,46.0,0.0,0,-1,-1,1
5,-0.5,0.9166666666666666,0.5,1.0,0.0,1.0,0.0,0.75,0,1,4.375,-0.8666666666666667,30.0,0.0,0,-1,-1,1
4,0.0,-0.19444444444444445,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,1.625,-0.43333333333333335,0.0,0.0,0,1,0,1
2,0.0,-0.2777777777777778,0.0,0.0,0.0,0.0,0.0,-0.125,0,0,1.875,-0.6,0.0,0.0,0,1,1,1
2,-0.5,-0.6944444444444444,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.5,-0.4666666666666667,0.0,0.0,0,1,1,1
3,1.0,0.6111111111111112,0.5,0.0,0.0,0.0,0.0,-0.125,0,0,0.875,0.7333333333333333,0.0,0.0,0,1,-1,1
3,0.5,-0.25,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.0,-0.06666666666666667,0.0,0.0,0,1,1,1
2,-0.5,0.8333333333333334,0.5,0.0,5.0,1.0,0.0,0.375,0,0,-0.5,-0.36666666666666664,51.0,0.0,0,1,-1,1
2,-0.5,-0.9444444444444444,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.0,-0.9,0.0,0.0,0,1,1,1
2,0.0,-0.6388888888888888,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-1.125,-0.23333333333333334,0.0,0.0,0,1,1,1
2,0.5,-0.3888888888888889,0.5,0.0,0.0,0.0,0.0,-0.25,0,0,-1.0,0.03333333333333333,0.0,0.0,0,1,1,1
2,-1.0,-0.6944444444444444,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.375,-0.7,0.0,0.0,0,1,1,1
2,-0.5,-0.6388888888888888,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0.0,-0.5333333333333333,0.0,0.0,0,1,1,1
3,-0.5,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.375,-0.5666666666666667,0.0,0.0,0,1,1,1
1,0.0,-0.6944444444444444,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.25,-0.5333333333333333,0.0,0.0,0,1,1,1
2,0.0,-0.4722222222222222,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.375,-0.23333333333333334,0.0,0.0,0,1,1,1
3,-0.5,-0.4166666666666667,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.23333333333333334,0.0,0.0,0,1,1,1
3,0.5,-0.05555555555555555,1.0,1.0,0.0,0.0,0.0,-0.25,0,0,0.375,0.06666666666666667,0.0,0.0,0,1,0,1
2,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,-0.375,-0.5666666666666667,0.0,0.0,0,1,1,1
4,0.5,0.9722222222222222,1.0,0.0,0.0,0.0,0.0,2.0,1,0,-0.625,0.5,31.0,2.0,0,1,-1,1
4,0.5,1.0,1.0,0.0,0.0,0.0,0.0,2.125,1,0,-0.625,0.5,32.0,2.0,0,1,-1,1
3,-0.5,-0.5,0.5,1.0,0.0,0.0,0.0,-0.25,0,0,-0.125,-0.3333333333333333,0.0,0.0,0,1,1,1
